log,encoding,feature_vector_size,encoding_time,encoding_memory,c1,c2,cls_coef,density,f1.mean,f1.sd,f1v.mean,f1v.sd,f2.mean,f2.sd,f3.mean,f3.sd,f4.mean,f4.sd,l1.mean,l1.sd,l2.mean,l2.sd,l3.mean,l3.sd,lsc,n1,n2.mean,n2.sd,n3.mean,n3.sd,t1.mean,t1.sd,t2,t3,t4
scenario2_1000_rework_0.1,alignment,5,154.30055570602417,5582517,0.4021791902022729,0.8273921200750469,0.9907429647618322,0.6692232232232231,1.0,0.0,1.0,0.0,1.0,0.0,0.961,0.0,0.951,0.0,0.07407431652205498,0.0,0.07999999999999996,0.0,0.07999999999999996,0.0,0.989335,0.23,0.31663263850257073,0.19588704287862782,0.149,0.3562666500332664,0.005319148936170214,0.017446151080026537,0.005,0.001,0.2
scenario2_1000_rework_0.1,tokenreplay,6,3.3543291091918945,1770010,0.4021791902022729,0.8273921200750469,0.9894239673271034,0.6622582582582582,1.0,0.0,1.0,0.0,1.0,0.0,0.993,0.0,0.993,0.0,0.0740740740740452,0.0,0.07999999999999996,0.0,0.07999999999999996,0.0,0.999944,0.099,1.0,0.0,0.092,0.28917057184232914,0.25,0.23224268915655163,0.006,0.001,0.16666666666666666
scenario2_1000_rework_0.1,log_skeleton,4,3.1202800273895264,695796,0.4021791902022729,0.8273921200750469,0.9866656137746965,0.7300020020020019,0.9993373810675942,0.0010015301518529187,0.9993373810675942,0.0,0.9468034351145039,0.0,0.998,0.0,0.997,0.0,0.07406364029125556,0.0,0.07999999999999996,0.0,0.07999999999999996,0.0,0.997064,0.162,1.0,0.0,0.128,0.33425697857745273,0.047619047619047616,0.10960359309369204,0.004,0.002,0.5
scenario2_1000_rework_0.1,countvectorizer,27,0.06352901458740234,1490320,0.4021791902022729,0.8273921200750469,0.795428453750876,0.9903063063063063,1.0,0.0,1.0,0.0,1.0,0.0,0.255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.870892,0.072,0.0714554577631082,0.15126377695648316,0.029,0.1678904023081343,0.09090909090909091,0.2978632083844712,0.027,0.01,0.37037037037037035
scenario2_1000_rework_0.1,doc2vec,2,0.2454969882965088,568373,0.4021791902022729,0.8273921200750469,0.9841008653560425,0.9020860860860861,0.9985328379975731,0.0018256364251276922,0.9985328379975731,0.0,0.9852100940739281,0.0,0.989,0.0,0.984,0.0,0.07407407407405964,0.0,0.07999999999999996,0.0,0.07999999999999996,0.0,0.989112,0.215,0.29718789326199213,0.20980737088182969,0.149,0.3562666500332664,0.0023255813953488376,0.0031372707262698053,0.002,0.002,1.0
scenario2_1000_rework_0.1,hashvectorizer,2,0.018114089965820312,181553,0.4021791902022729,0.8273921200750469,0.9945579383931138,0.5277337337337338,0.9999334742290795,7.568969094802854e-05,0.9999334742290795,0.0,0.22774030124320624,0.0,0.978,0.0,0.978,0.0,0.07377725925955458,0.0,0.07999999999999996,0.0,0.07899999999999996,0.0,0.979998,0.402,1.0,0.0,0.054,0.2261307920985887,0.5,0.7028641404994282,0.002,0.001,0.5
scenario2_1000_rework_0.1,onehot,42,0.020533084869384766,1784120,0.4021791902022729,0.8273921200750469,0.49125714448425795,0.9985265265265265,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.07407407407408617,0.0,0.07999999999999996,0.0,0.07999999999999996,0.0,0.994617,0.194,1.0,0.0,0.147,0.3542831022170216,0.004545454545454545,0.0387851208027364,0.042,0.013,0.30952380952380953
scenario2_1000_rework_0.1,tfidfvectorizer,27,0.0640718936920166,1399240,0.4021791902022729,0.8273921200750469,0.48933333470848417,0.997951951951952,0.9825733497568526,0.07639622279872368,0.9825733497568526,0.0,6.280917122930617e-14,0.0,0.428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049000000000000044,0.0,0.946329,0.156,0.09463310441988139,0.188891503041214,0.074,0.26190187588597497,0.003968253968253968,0.017288706908865727,0.027,0.01,0.37037037037037035
scenario2_1000_rework_0.1,word2vec_cbow,2,0.057888031005859375,204410,0.4021791902022729,0.8273921200750469,0.9859702358499279,0.8382342342342343,0.9998309305535039,0.0002024455725868948,0.9998309305535039,0.0,0.8645660360313647,0.0,0.994,0.0,0.985,0.0,0.07407407407407751,0.0,0.07999999999999996,0.0,0.07999999999999996,0.0,0.9810719999999999,0.26,0.10634270221643123,0.2168596943176687,0.089,0.28488622318420415,0.003937007874015749,0.007246368076514815,0.002,0.002,1.0
scenario2_1000_rework_0.1,word2vec_skipgram,2,0.05759787559509277,204410,0.4021791902022729,0.8273921200750469,0.9859702358499279,0.8382342342342343,0.9998309305535039,0.0002024455725868948,0.9998309305535039,0.0,0.8645660360313647,0.0,0.994,0.0,0.985,0.0,0.07407407407407851,0.0,0.07999999999999996,0.0,0.07999999999999996,0.0,0.9810719999999999,0.26,0.10634270221643123,0.2168596943176687,0.089,0.28488622318420415,0.003937007874015749,0.007246368076514815,0.002,0.002,1.0
scenario2_1000_rework_0.1,boostne,17,0.2440357208251953,997204,0.4021791902022729,0.8273921200750469,0.9889415735269557,0.15011411411411413,1.0,0.0,1.0,0.0,1.0,0.0,0.938,0.0,0.0,0.0,0.0600511120719861,0.0,0.03200000000000003,0.0,0.051000000000000045,0.0,0.697056,0.011,0.016494946190180795,0.0694699500407266,0.002,0.04469897088298564,0.2,0.4444187214778423,0.017,0.001,0.058823529411764705
