log,encoding,feature_vector_size,encoding_time,encoding_memory,c1,c2,cls_coef,density,f1.mean,f1.sd,f1v.mean,f1v.sd,f2.mean,f2.sd,f3.mean,f3.sd,f4.mean,f4.sd,l1.mean,l1.sd,l2.mean,l2.sd,l3.mean,l3.sd,lsc,n1,n2.mean,n2.sd,n3.mean,n3.sd,t1.mean,t1.sd,t2,t3,t4
scenario5_1000_insert_0.1,alignment,5,24.788421869277954,3951046,0.5059192440727412,0.7516976911400495,0.9954176734932048,0.675997997997998,1.0,0.0,1.0,0.0,1.0,0.0,0.989,0.0,0.968,0.0,0.10071814052454908,0.0,0.11199999999999999,0.0,0.11199999999999999,0.0,0.99402,0.246,1.0,0.0,0.166,0.37226681638655706,0.009523809523809525,0.03731959045195742,0.005,0.001,0.2
scenario5_1000_insert_0.1,tokenreplay,6,6.026598215103149,2226309,0.5059192440727412,0.7516976911400495,0.995100356607946,0.7100500500500501,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.10071942446044069,0.0,0.11199999999999999,0.0,0.11199999999999999,0.0,0.999969,0.243,1.0,0.0,0.224,0.41713067256915787,0.07692307692307694,0.0733683191603178,0.006,0.001,0.16666666666666666
scenario5_1000_insert_0.1,log_skeleton,4,23.152456045150757,8392661,0.5059192440727412,0.7516976911400495,0.9838141437019137,0.7359159159159159,0.9994897226979864,0.00035713805932574647,0.9994897226979864,0.0,0.6116742053639866,0.0,0.99,0.0,0.988,0.0,0.10071942447732218,0.0,0.11199999999999999,0.0,0.11199999999999999,0.0,0.998976,0.317,1.0,0.0,0.172,0.3775692765024169,0.02857142857142857,0.06411308286892764,0.004,0.001,0.25
scenario5_1000_insert_0.1,countvectorizer,27,0.049638986587524414,1251088,0.5059192440727412,0.7516976911400495,0.9604156908497749,0.8906626626626627,0.9394910830731064,0.13115026671772925,0.9394910830731064,0.0,0.0,0.0,0.472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020000000000000018,0.0,0.901848,0.741,0.008432939437916464,0.06009577572200287,0.006,0.07726558075864033,0.04761904761904763,0.06978930877324707,0.027,0.001,0.037037037037037035
scenario5_1000_insert_0.1,doc2vec,2,0.2567780017852783,661450,0.5059192440727412,0.7516976911400495,0.9849085113617403,0.8615135135135135,0.989302143898366,0.005065226448814065,0.989302143898366,0.0,0.9641073461220794,0.0,0.989,0.0,0.98,0.0,0.10071942446042137,0.0,0.11199999999999999,0.0,0.11199999999999999,0.0,0.92466,0.268,0.2722824841873105,0.25126619900973857,0.192,0.3940701603665156,0.002212389380530974,0.012570829096258417,0.002,0.002,1.0
scenario5_1000_insert_0.1,hashvectorizer,2,0.0156857967376709,162833,0.5059192440727412,0.7516976911400495,0.992226063773851,0.21132732732732729,0.781306997029422,0.08330170106634797,0.781306997029422,0.0,0.005317340594511554,0.0,0.909,0.0,0.908,0.0,0.08479633878530335,0.0,0.08299999999999996,0.0,0.07299999999999995,0.0,0.975726,0.663,1.0,0.0,0.036,0.18638331132035058,0.2,0.3182279057530939,0.002,0.001,0.5
scenario5_1000_insert_0.1,onehot,281,0.017544984817504883,11344120,0.5059192440727412,0.7516976911400495,0.9480000000019932,0.9085845845845846,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.904241,0.837,0.057043000068839535,0.16095682924615365,0.112,0.31552425509864623,0.00854700854700855,0.02759232018543282,0.281,0.01,0.03558718861209965
scenario5_1000_insert_0.1,tfidfvectorizer,27,0.05019187927246094,1174960,0.5059192440727412,0.7516976911400495,0.9495992812179016,0.9043163163163164,0.9032429855583644,0.15778290949660503,0.9032429855583644,0.0,4.0183439454193136e-08,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016000000000000014,0.0,0.904277,0.874,0.00953418173173538,0.06775685442628053,0.007,0.08341437500789631,1.0,0.0,0.027,0.004,0.14814814814814814
scenario5_1000_insert_0.1,word2vec_cbow,2,0.05305123329162598,303536,0.5059192440727412,0.7516976911400495,0.9842272731736125,0.7762262262262263,0.9958547089356053,0.003302397369588916,0.9958547089356053,0.0,0.5231462903558592,0.0,0.986,0.0,0.978,0.0,0.10071942446046567,0.0,0.11199999999999999,0.0,0.11199999999999999,0.0,0.904824,0.802,0.03963607287002281,0.12430981114959773,0.019,0.1365930366367834,0.012345679012345678,0.034354461316482295,0.002,0.002,1.0
scenario5_1000_insert_0.1,word2vec_skipgram,2,0.05054879188537598,303536,0.5059192440727412,0.7516976911400495,0.9842272731736125,0.7762262262262263,0.9958547089356053,0.003302397369588916,0.9958547089356053,0.0,0.5231462903558592,0.0,0.986,0.0,0.978,0.0,0.10071942446044735,0.0,0.11199999999999999,0.0,0.11199999999999999,0.0,0.904824,0.802,0.03963607287002281,0.12430981114959773,0.019,0.1365930366367834,0.012345679012345678,0.034354461316482295,0.002,0.002,1.0
