log,encoding,feature_vector_size,encoding_time,encoding_memory,c1,c2,cls_coef,density,f1.mean,f1.sd,f1v.mean,f1v.sd,f2.mean,f2.sd,f3.mean,f3.sd,f4.mean,f4.sd,l1.mean,l1.sd,l2.mean,l2.sd,l3.mean,l3.sd,lsc,n1,n2.mean,n2.sd,n3.mean,n3.sd,t1.mean,t1.sd,t2,t3,t4
scenario1_1000_all_0.1,alignment,5,4.944214105606079,1441237,0.25869991590185254,0.8718191814637792,0.9955204153944123,0.5939099099099099,1.0,0.0,1.0,0.2442065436040117,1.0,0.0,18.30088289269982,12.233218090041493,0.7620692459466241,0.16883501119171182,0.12779904030212025,0.08043312170564648,0.2633456270850508,0.17184497946537036,0.25906498277283924,0.17966720392525098,0.999944,0.986,1.0,0.0,0.089,0.28488622318420415,0.1111111111111111,0.12789687686222487,0.005,0.001,0.2
scenario1_1000_all_0.1,tokenreplay,6,0.6079611778259277,831841,0.25869991590185254,0.8718191814637792,0.9955252268227032,0.5938998998998999,1.0,0.0,1.0,0.20853961007850463,1.0,0.0,18.34184932382328,12.25745472593506,0.8272182906543105,0.16899370509157527,0.13583666290890622,0.08550941021447511,0.2706958217127329,0.17848986713977827,0.24079992704078837,0.16553616011622438,0.999936,0.413,1.0,0.0,0.089,0.28488622318420415,0.14285714285714285,0.12822431980898238,0.006,0.001,0.16666666666666666
scenario1_1000_all_0.1,log_skeleton,4,0.4710812568664551,481396,0.25869991590185254,0.8718191814637792,0.9916923670471802,0.39226626626626626,0.38458717333850195,0.3970967692180164,0.38458717333850195,0.2518115665951132,1.0,0.0,7.346867604405247,11.494343319696668,0.2624987469499287,0.3545360840929052,0.057134718636182906,0.06761942514287392,0.07884425300334355,0.10351698069554585,0.05922104206879914,0.08106023990452768,0.996545,0.523,1.0,0.0,0.05,0.2180540014481448,0.02564102564102564,0.06973879354588929,0.004,0.001,0.25
scenario1_1000_all_0.1,countvectorizer,24,0.029130935668945312,899960,0.25869991590185254,0.8718191814637792,0.9718866454310765,0.8335415415415415,1.0,0.0,1.0,0.32649525620566316,1.0,0.0,11.207884592689023,12.045509622059685,0.257471858878803,0.41829475774685015,0.04047205523734813,0.09479817163870242,0.05589699229903208,0.1339328930040557,0.08379498894796335,0.13174758867976927,0.996226,0.972,1.0,0.0,0.056,0.23003677296666486,0.3333333333333333,0.5756182183820568,0.024,0.001,0.041666666666666664
scenario1_1000_all_0.1,doc2vec,2,0.2679738998413086,537533,0.25869991590185254,0.8718191814637792,0.9843526104833856,0.9052692692692693,0.9943257510711503,0.0006325223615835248,0.9943257510711503,0.131694144442132,0.7541978989077356,0.09992168924937589,18.10537474540165,11.214651287426774,0.7828902273530526,0.09692426653122746,0.1580737186394225,0.10158815524258057,0.2987386887360767,0.18956198217076176,0.3021975434414359,0.19588686492864046,0.990145,0.339,1.0,0.0,0.151,0.35822803816469656,0.0031446540880503146,0.005585963117437144,0.002,0.002,1.0
scenario1_1000_all_0.1,hashvectorizer,2,0.011160850524902344,110417,0.25869991590185254,0.8718191814637792,0.9935865323823447,0.18863063063063068,0.31498100480465296,0.1792059342806135,0.31498100480465296,0.0,1.0,0.0,21.582197898360892,13.457825901536532,0.8945923352736935,0.1920891698390284,0.14492659879825998,0.14784521845422424,0.2294063561583229,0.2230074985014463,0.22500147654487818,0.22758390684798097,0.999838,0.986,1.0,0.0,0.971,0.1678904023081343,1.0,0.0,0.002,0.001,0.5
scenario1_1000_all_0.1,onehot,44,0.009553194046020508,1840408,0.25869991590185254,0.8718191814637792,0.9854902931204935,0.841061061061061,1.0,0.0,1.0,0.3085723949965384,1.0,0.0,13.344592728487608,13.936622929810122,0.47139328278666154,0.4275618290837478,0.076148999041752,0.11665747600333631,0.10882111814892215,0.16981467852586504,0.14249446691994036,0.1800725062922687,0.999956,0.996,1.0,0.0,0.3,0.4584868702702512,0.03125,0.17093745319041642,0.044,0.006,0.13636363636363635
scenario1_1000_all_0.1,tfidfvectorizer,24,0.03052997589111328,845860,0.25869991590185254,0.8718191814637792,0.9748067063701391,0.8410870870870871,0.8812348667801562,0.15648282137220845,0.8812348667801562,0.33912451661697407,1.0,0.0,9.890947493511131,10.841675732946074,0.257471858878803,0.41829475774685015,0.04078828052101186,0.09480691457234325,0.05861808073440623,0.13331953799652024,0.09561351966695404,0.1412809416219071,0.996225,0.979,1.0,0.0,0.071,0.25695335184625445,0.2,0.44497752752245817,0.024,0.006,0.25
scenario1_1000_all_0.1,word2vec_cbow,2,0.03401303291320801,204570,0.25869991590185254,0.8718191814637792,0.9869100380075505,0.7962022022022022,0.9811300652548991,0.014402447614069865,0.9811300652548991,0.191135909892558,0.4647548130372887,0.24345622310816847,16.952676659832758,10.889231976981504,0.6988771196606455,0.20096163557302055,0.15735473642046777,0.09693468190524893,0.29650865514824404,0.18515162704569116,0.3009088713983167,0.20909089038040346,0.996307,0.989,1.0,0.0,0.076,0.2651307117146075,0.022727272727272728,0.060744360877661045,0.002,0.002,1.0
scenario1_1000_all_0.1,word2vec_skipgram,2,0.03425192832946777,204570,0.25869991590185254,0.8718191814637792,0.9869100380075505,0.7962022022022022,0.9811300652548991,0.014402447614069865,0.9811300652548991,0.191135909892558,0.4647548130372887,0.24345622310816847,16.952676659832758,10.889231976981504,0.6988771196606455,0.20096163557302055,0.15739882139375916,0.09695626985657371,0.29650865514824404,0.18515162704569116,0.3058205652946784,0.19848171241750773,0.996307,0.989,1.0,0.0,0.076,0.2651307117146075,0.022727272727272728,0.060744360877661045,0.002,0.002,1.0
scenario1_1000_all_0.1,boostne,17,0.13602471351623535,1045752,0.25869991590185254,0.8718191814637792,0.9941335333020593,0.6948908908908908,1.0,0.0,1.0,0.32069758637240753,1.0,0.0,16.68758402528386,10.40958911784793,0.2498158611767518,0.3622585522290036,0.14833933240676686,0.0964049879240505,0.2502917201961625,0.17915349438335695,0.243626123974447,0.14330784348238976,0.982351,0.748,1.0,0.0,0.24,0.4272968319360472,0.041666666666666664,0.17332695083009442,0.017,0.001,0.058823529411764705
scenario1_1000_all_0.1,deepwalk,2,0.20234394073486328,185154,0.25869991590185254,0.8718191814637792,0.9913745876338328,0.6734354354354355,0.9918666239786351,0.0019417927585910091,0.9918666239786351,0.22247183916274066,0.4522048762820131,0.1806945158828031,19.145589158352156,11.905021232168416,0.7341573568200326,0.1785842172910284,0.1676447397033496,0.11403344022940393,0.26200629563936456,0.17557288481646954,0.2612200398790593,0.174346367779474,0.992181,0.402,1.0,0.0,0.096,0.2947386484173239,0.0196078431372549,0.0672699274360758,0.002,0.001,0.5
scenario1_1000_all_0.1,diff2vec,2,1.7421650886535645,185135,0.25869991590185254,0.8718191814637792,0.9867684511901207,0.8262762762762763,0.9932752356020635,0.0071382292735443385,0.9932752356020635,0.13322874645226707,0.6343781857397552,0.14483878762827027,18.119906333048704,11.333070786637524,0.7696524955392695,0.11455831942676159,0.16011146921127362,0.10101954156087914,0.29651688979797386,0.18919199051020147,0.28270734858468555,0.1899831351665698,0.987412,0.193,1.0,0.0,0.127,0.33313958333104454,0.018867924528301886,0.05448360294474246,0.002,0.001,0.5
scenario1_1000_all_0.1,glee,2,0.10991978645324707,200571,0.25869991590185254,0.8718191814637792,0.9933867246106044,0.6021401401401402,0.995584915929073,0.0012783796795934304,0.995584915929073,0.06850628917178818,0.35472376812124995,0.3492291115707981,17.280802781650976,11.22753523312445,0.6933245058676993,0.15285451197993863,0.1875554810250767,0.11968205071608959,0.31070875991078895,0.19221051311452414,0.31364276586898854,0.19459539705121076,0.99324,0.879,1.0,0.0,0.195,0.39639895576569334,0.02127659574468085,0.06569451771437498,0.002,0.002,1.0
scenario1_1000_all_0.1,graphwave,2,0.14418768882751465,459143,0.25869991590185254,0.8718191814637792,0.998376984984985,0.18849249249249245,1.0,0.0,1.0,0.0,1.0,0.0,21.888638842151003,13.648910650645568,1.0,0.0,0.21382905794596108,0.14426054812159128,0.3331719847598347,0.2054639994661129,0.3331719847598347,0.2054639994661129,1.0,0.0,1.0,0.0,0.985,0.12161327966052801,1.0,0.0,0.002,0.001,0.5
scenario1_1000_all_0.1,grarep,2,0.13734769821166992,419462,0.25869991590185254,0.8718191814637792,0.9904460910748529,0.4815175175175175,0.8003860635823772,0.23295573606974007,0.8003860635823772,0.30901831918830963,0.4018301697983574,0.3255593638031236,13.9674058505955,14.592777938483401,0.5916707889799587,0.40351267845034744,0.09504370681433809,0.09942749108791689,0.13703600696699234,0.14602691314321795,0.1423393901126849,0.1471672916206483,0.991392,0.164,1.0,0.0,0.261,0.4393996723622721,0.07142857142857142,0.17096680482376791,0.002,0.002,1.0
scenario1_1000_all_0.1,hope,2,0.11027717590332031,189129,0.25869991590185254,0.8718191814637792,0.9962681168839421,0.49149949949949945,0.9702733328903459,3.186350738453345e-09,0.9702733328903459,0.2072424891826564,0.3746869206581588,0.38472214223067447,14.750552829524617,12.20206838618428,0.5512405439285836,0.3153872365338426,0.15404886808071808,0.10715804037962852,0.2907032307194581,0.19197249111749695,0.24947859682743467,0.17669494153741686,0.990585,0.216,1.0,0.0,0.141,0.34819569244928955,0.02564102564102564,0.06434262202806701,0.002,0.001,0.5
scenario1_1000_all_0.1,laplacianeigenmaps,2,0.09952807426452637,200571,0.25869991590185254,0.8718191814637792,0.9925815644660185,0.6892212212212212,0.8344342278179657,0.22235136938746017,0.8344342278179657,0.3273454496883785,0.3106627429025787,0.2565324725450046,10.990120171565918,11.561876798308777,0.44315948505499286,0.30526237583672583,0.1014784976802442,0.08789402460315597,0.16787787166471285,0.15801779266512356,0.15898427879844718,0.16558439976011105,0.989178,0.745,1.0,0.0,0.076,0.2651307117146075,0.021739130434782608,0.04040320932390763,0.002,0.001,0.5
scenario1_1000_all_0.1,netmf,2,0.11476492881774902,184845,0.25869991590185254,0.8718191814637792,0.9890372259791286,0.7022382382382382,0.7739952938903175,0.31087386572117154,0.7739952938903175,0.33740594378754646,0.3375995930243298,0.26570883583337335,11.621289372199387,12.090822087804145,0.5121466548148914,0.33035439418011425,0.09699696116344533,0.0878794332288894,0.2018357268502497,0.19373431007205025,0.16662615984064102,0.16651262539431871,0.9899249999999999,0.326,1.0,0.0,0.194,0.3956267439399421,0.03125,0.07966259493801382,0.002,0.002,1.0
scenario1_1000_all_0.1,nmfadmm,2,0.1875898838043213,294668,0.25869991590185254,0.8718191814637792,0.993093991636239,0.5658538538538538,0.9588077627822751,0.04862757710542742,0.9588077627822751,0.2088474869934828,0.4686566380174849,0.2652839278841245,19.68375153266208,12.22598376970761,0.6881214835223582,0.17621215862762732,0.17298484337975756,0.10922821558063364,0.2824765618994388,0.17816587390882738,0.2702804956819382,0.17319337380971891,0.996291,0.865,1.0,0.0,0.092,0.28917057184232914,0.030303030303030304,0.06385896807050911,0.002,0.002,1.0
scenario1_1000_all_0.1,node2vec_,2,2.817296028137207,185366,0.25869991590185254,0.8718191814637792,0.9982641854084668,0.21352952952952953,0.9743550655178632,0.021558753203669016,0.9743550655178632,0.20589981556978845,0.2795510540941227,0.25511342478305116,19.99467588171773,12.422790268949324,0.6807656380755622,0.17153588991433583,0.1716484626473432,0.11061791400121962,0.29779737652281396,0.19999927052537206,0.2872388402073091,0.19517958222251447,0.993721,0.468,1.0,0.0,0.114,0.31797028965786267,0.043478260869565216,0.13218164828103973,0.002,0.002,1.0
scenario1_1000_all_0.1,nodesketch,2,0.10554265975952148,367133,0.25869991590185254,0.8718191814637792,0.9878252489181553,0.674012012012012,0.9827035767257224,0.013050033691789092,0.9827035767257224,0.1368177102663104,0.3751480488172498,0.3048800413242508,21.186925425935694,13.205070437601318,0.6842029698744717,0.2173668548936017,0.1606629994422404,0.09983005937558997,0.30211586594519396,0.19228829461733424,0.2820078040880998,0.17727072021028442,0.999903,0.986,1.0,0.0,0.073,0.2602666685127751,0.021739130434782608,0.06354611091609294,0.002,0.002,1.0
scenario1_1000_all_0.1,walklets,4,0.274522066116333,265398,0.25869991590185254,0.8718191814637792,0.9903294662325504,0.7759399399399399,0.9622788690332391,0.0484962448238552,0.9622788690332391,0.23108990422138484,0.13702119125787252,0.1292828929055147,17.892340490788666,11.10478393186174,0.4171281248019804,0.28301522617356145,0.14841754775086768,0.09246520311786112,0.2485697409780093,0.17738732775738064,0.24733276571332136,0.18892472006509858,0.989839,0.163,1.0,0.0,0.198,0.3986915536538929,0.028571428571428567,0.07288519809152154,0.004,0.003,0.75
scenario1_1000_all_0.1,role2vec,2,0.30234384536743164,185454,0.25869991590185254,0.8718191814637792,0.9944311761732578,0.6892832832832834,0.9873265876751747,0.007884022547089376,0.9873265876751747,0.19354952414193585,0.7101983928701008,0.15111380421030213,19.8663756834827,12.350850647907423,0.6951846666480224,0.1906883658742211,0.14112057905742764,0.08622502730836548,0.26888145005889075,0.1748066464924956,0.2609975600715536,0.1744770880367517,0.994158,0.188,1.0,0.0,0.201,0.40094857495663927,0.016129032258064516,0.04879750190830208,0.002,0.002,1.0
